Firmenname,FNR,Staat,Ort,PLZ,Straße,Gewerbezweig,Funktion,Name,Dummy_Eigenkapitalquote,Dummy_Bilanzsumme
Firma_667,FNR_7155,Deutschland,Amstetten,83102,Straße_19,Handel,Geschäftsführer,Name_667,0.29,15183031.06
Firma_668,FNR_6626,Österreich,Gmunden,65707,Straße_68,Produktion,Geschäftsführer,Name_668,0.53,54397298.1
Firma_669,FNR_5720,Schweiz,Gmunden,94305,Straße_89,Handel,Geschäftsführer,Name_669,0.25,14649522.87
Firma_670,FNR_5563,Schweiz,Wien,46540,Straße_65,Finanzen,Geschäftsführer,Name_670,0.13,90151212.25
Firma_671,FNR_6050,Schweiz,Linz,78807,Straße_35,Finanzen,Geschäftsführer,Name_671,0.14,69828199.11
Firma_672,FNR_6606,Österreich,Linz,71499,Straße_85,Produktion,Geschäftsführer,Name_672,0.47,86276480.72
Firma_673,FNR_7759,Deutschland,Redlham,89692,Straße_54,IT,Geschäftsführer,Name_673,0.32,2006189.21
Firma_674,FNR_8217,Schweiz,Redlham,91965,Straße_83,Produktion,Geschäftsführer,Name_674,0.47,14440643.91
Firma_675,FNR_5584,Österreich,Amstetten,11150,Straße_10,Handel,Geschäftsführer,Name_675,0.43,3148488.86
Firma_676,FNR_8351,Deutschland,Gmunden,95034,Straße_53,IT,Geschäftsführer,Name_676,0.21,58075918.38
Firma_677,FNR_1497,Schweiz,Redlham,59653,Straße_2,Dienstleistung,Geschäftsführer,Name_677,0.18,34835078.72
Firma_678,FNR_1368,Österreich,Wien,60073,Straße_44,Handel,Geschäftsführer,Name_678,0.43,79506826.74
Firma_679,FNR_8566,Deutschland,Guntramsdorf,26162,Straße_62,Produktion,Geschäftsführer,Name_679,0.53,33787224.66
Firma_680,FNR_7748,Österreich,Salzburg,28927,Straße_34,Dienstleistung,Geschäftsführer,Name_680,0.19,62905840.96
Firma_681,FNR_8366,Schweiz,Salzburg,65045,Straße_78,Finanzen,Geschäftsführer,Name_681,0.38,13058617.28
Firma_682,FNR_2713,Österreich,Salzburg,97386,Straße_57,Produktion,Geschäftsführer,Name_682,0.19,59155466.57
Firma_683,FNR_3426,Österreich,Amstetten,30065,Straße_70,Produktion,Geschäftsführer,Name_683,0.46,24005915.04
Firma_684,FNR_6397,Schweiz,Gmunden,46121,Straße_3,Handel,Geschäftsführer,Name_684,0.27,10567139.27
Firma_685,FNR_8426,Schweiz,Guntramsdorf,89913,Straße_95,Handel,Geschäftsführer,Name_685,0.58,66132668.15
Firma_686,FNR_4867,Schweiz,Linz,63605,Straße_77,Produktion,Geschäftsführer,Name_686,0.41,16015079.27
Firma_687,FNR_8310,Österreich,Salzburg,45434,Straße_22,Finanzen,Geschäftsführer,Name_687,0.15,11356980.65
Firma_688,FNR_5259,Österreich,Linz,86861,Straße_1,Finanzen,Geschäftsführer,Name_688,0.11,57666443.63
Firma_689,FNR_4456,Deutschland,Redlham,95765,Straße_40,Finanzen,Geschäftsführer,Name_689,0.14,70327047.5
Firma_690,FNR_1408,Österreich,Guntramsdorf,50592,Straße_6,IT,Geschäftsführer,Name_690,0.46,4268830.85
Firma_691,FNR_7950,Schweiz,Guntramsdorf,96784,Straße_56,Produktion,Geschäftsführer,Name_691,0.17,64009636.9
Firma_692,FNR_6924,Österreich,Redlham,84234,Straße_14,Produktion,Geschäftsführer,Name_692,0.12,38319539.58
Firma_693,FNR_5032,Deutschland,Redlham,33385,Straße_77,IT,Geschäftsführer,Name_693,0.37,12315411.84
Firma_694,FNR_9909,Schweiz,Guntramsdorf,39098,Straße_1,Produktion,Geschäftsführer,Name_694,0.42,55993158.19
Firma_695,FNR_9327,Deutschland,Amstetten,16436,Straße_84,Finanzen,Geschäftsführer,Name_695,0.32,15440366.64
Firma_696,FNR_6105,Schweiz,Salzburg,73969,Straße_95,Finanzen,Geschäftsführer,Name_696,0.13,85692237.93
Firma_697,FNR_7442,Österreich,Salzburg,72353,Straße_23,Finanzen,Geschäftsführer,Name_697,0.15,56335615.64
Firma_698,FNR_2288,Österreich,Linz,17281,Straße_42,IT,Geschäftsführer,Name_698,0.38,83207672.15
Firma_699,FNR_1566,Schweiz,Amstetten,28041,Straße_88,IT,Geschäftsführer,Name_699,0.47,53750281.73
Firma_700,FNR_2799,Deutschland,Linz,85012,Straße_99,Finanzen,Geschäftsführer,Name_700,0.39,4722141.16
Firma_701,FNR_6937,Österreich,Wien,90038,Straße_59,Finanzen,Geschäftsführer,Name_701,0.54,63895573.17
Firma_702,FNR_2720,Schweiz,Redlham,81143,Straße_23,Finanzen,Geschäftsführer,Name_702,0.28,46088491.21
Firma_703,FNR_7073,Schweiz,Redlham,64189,Straße_64,IT,Geschäftsführer,Name_703,0.5,98238076.08
Firma_704,FNR_4455,Deutschland,Gmunden,73404,Straße_88,Dienstleistung,Geschäftsführer,Name_704,0.56,34283890.9
Firma_705,FNR_9793,Schweiz,Wien,25017,Straße_24,Finanzen,Geschäftsführer,Name_705,0.45,73422919.88
Firma_706,FNR_3177,Deutschland,Linz,18953,Straße_28,Finanzen,Geschäftsführer,Name_706,0.18,79522543.25
Firma_707,FNR_6996,Österreich,Amstetten,12253,Straße_61,Handel,Geschäftsführer,Name_707,0.29,88682463.97
Firma_708,FNR_6349,Deutschland,Linz,44013,Straße_11,Dienstleistung,Geschäftsführer,Name_708,0.12,76359451.43
Firma_709,FNR_9311,Deutschland,Salzburg,47224,Straße_2,IT,Geschäftsführer,Name_709,0.36,96738844.94
Firma_710,FNR_5676,Deutschland,Amstetten,77422,Straße_77,Produktion,Geschäftsführer,Name_710,0.46,35179230.91
Firma_711,FNR_2351,Schweiz,Redlham,28814,Straße_67,Produktion,Geschäftsführer,Name_711,0.13,87390666.02
Firma_712,FNR_2217,Deutschland,Redlham,52799,Straße_30,Produktion,Geschäftsführer,Name_712,0.23,93749924.02
Firma_713,FNR_5096,Deutschland,Linz,33973,Straße_9,Dienstleistung,Geschäftsführer,Name_713,0.2,47978223.88
Firma_714,FNR_6076,Schweiz,Redlham,72015,Straße_20,Produktion,Geschäftsführer,Name_714,0.11,24438965.92
Firma_715,FNR_9310,Österreich,Guntramsdorf,51428,Straße_43,Handel,Geschäftsführer,Name_715,0.53,61708308.97
Firma_716,FNR_3410,Deutschland,Gmunden,29293,Straße_51,Handel,Geschäftsführer,Name_716,0.48,48139763.87
Firma_717,FNR_2550,Österreich,Gmunden,90753,Straße_31,Finanzen,Geschäftsführer,Name_717,0.58,71499969.82
Firma_718,FNR_6299,Österreich,Guntramsdorf,37369,Straße_18,IT,Geschäftsführer,Name_718,0.14,33271663.15
Firma_719,FNR_1160,Deutschland,Redlham,80007,Straße_97,Handel,Geschäftsführer,Name_719,0.39,45839157.86
Firma_720,FNR_3453,Österreich,Salzburg,99416,Straße_91,Produktion,Geschäftsführer,Name_720,0.52,92004937.0
Firma_721,FNR_7236,Deutschland,Redlham,64865,Straße_79,Handel,Geschäftsführer,Name_721,0.1,96813238.47
Firma_722,FNR_9993,Österreich,Wien,75909,Straße_90,Handel,Geschäftsführer,Name_722,0.42,45075740.21
Firma_723,FNR_7370,Deutschland,Wien,43509,Straße_73,Produktion,Geschäftsführer,Name_723,0.13,53651164.37
Firma_724,FNR_2206,Schweiz,Wien,91518,Straße_98,Produktion,Geschäftsführer,Name_724,0.57,7764355.92
Firma_725,FNR_9455,Schweiz,Linz,14766,Straße_32,Handel,Geschäftsführer,Name_725,0.58,70980486.01
Firma_726,FNR_1492,Deutschland,Linz,63050,Straße_17,IT,Geschäftsführer,Name_726,0.13,30081134.35
Firma_727,FNR_4101,Deutschland,Linz,39805,Straße_31,Handel,Geschäftsführer,Name_727,0.47,15993824.06
Firma_728,FNR_8012,Österreich,Salzburg,21459,Straße_72,IT,Geschäftsführer,Name_728,0.46,70309113.61
Firma_729,FNR_3922,Österreich,Salzburg,73678,Straße_44,Finanzen,Geschäftsführer,Name_729,0.51,77585146.06
Firma_730,FNR_1480,Österreich,Amstetten,88364,Straße_53,IT,Geschäftsführer,Name_730,0.16,44530748.2
Firma_731,FNR_9022,Österreich,Linz,84349,Straße_29,Finanzen,Geschäftsführer,Name_731,0.45,41790261.28
Firma_732,FNR_1793,Schweiz,Redlham,33222,Straße_22,Dienstleistung,Geschäftsführer,Name_732,0.33,46060789.35
Firma_733,FNR_8943,Österreich,Redlham,86495,Straße_36,Dienstleistung,Geschäftsführer,Name_733,0.19,82121404.27
Firma_734,FNR_1495,Österreich,Guntramsdorf,28480,Straße_56,Produktion,Geschäftsführer,Name_734,0.52,31001750.94
Firma_735,FNR_6083,Österreich,Redlham,31840,Straße_32,Dienstleistung,Geschäftsführer,Name_735,0.48,68794646.99
Firma_736,FNR_7846,Schweiz,Guntramsdorf,71451,Straße_43,Dienstleistung,Geschäftsführer,Name_736,0.53,80785483.54
Firma_737,FNR_1644,Schweiz,Wien,55023,Straße_72,Dienstleistung,Geschäftsführer,Name_737,0.14,21125158.51
Firma_738,FNR_1762,Deutschland,Wien,10618,Straße_44,Dienstleistung,Geschäftsführer,Name_738,0.11,53263539.03
Firma_739,FNR_9871,Österreich,Gmunden,72434,Straße_87,Dienstleistung,Geschäftsführer,Name_739,0.44,85007333.49
Firma_740,FNR_2410,Deutschland,Guntramsdorf,10666,Straße_6,Handel,Geschäftsführer,Name_740,0.36,14003693.6
Firma_741,FNR_7812,Deutschland,Salzburg,95355,Straße_26,Dienstleistung,Geschäftsführer,Name_741,0.25,51237134.15
Firma_742,FNR_9206,Deutschland,Linz,88598,Straße_97,IT,Geschäftsführer,Name_742,0.49,80876959.02
Firma_743,FNR_3189,Deutschland,Linz,49978,Straße_54,Finanzen,Geschäftsführer,Name_743,0.41,55665195.82
Firma_744,FNR_4798,Schweiz,Salzburg,17248,Straße_64,IT,Geschäftsführer,Name_744,0.47,22527287.05
Firma_745,FNR_1086,Österreich,Wien,50625,Straße_60,IT,Geschäftsführer,Name_745,0.1,18846528.56
Firma_746,FNR_1250,Deutschland,Linz,14283,Straße_14,Produktion,Geschäftsführer,Name_746,0.49,31636813.91
Firma_747,FNR_2587,Deutschland,Wien,29570,Straße_12,Finanzen,Geschäftsführer,Name_747,0.33,62976478.11
Firma_748,FNR_1911,Österreich,Salzburg,53509,Straße_89,Finanzen,Geschäftsführer,Name_748,0.59,95426257.9
Firma_749,FNR_2772,Schweiz,Wien,70922,Straße_55,IT,Geschäftsführer,Name_749,0.33,46600689.79
Firma_750,FNR_2777,Deutschland,Wien,87492,Straße_92,Handel,Geschäftsführer,Name_750,0.36,91800043.26
Firma_751,FNR_5338,Schweiz,Linz,51299,Straße_89,Handel,Geschäftsführer,Name_751,0.52,93076900.67
Firma_752,FNR_9139,Schweiz,Salzburg,88846,Straße_51,Finanzen,Geschäftsführer,Name_752,0.39,19191686.76
Firma_753,FNR_5291,Österreich,Salzburg,36734,Straße_69,Finanzen,Geschäftsführer,Name_753,0.11,90441821.99
Firma_754,FNR_3165,Schweiz,Salzburg,79672,Straße_5,IT,Geschäftsführer,Name_754,0.55,11413867.86
Firma_755,FNR_9121,Schweiz,Gmunden,92745,Straße_63,Handel,Geschäftsführer,Name_755,0.11,18319840.96
Firma_756,FNR_5281,Österreich,Guntramsdorf,67036,Straße_22,IT,Geschäftsführer,Name_756,0.46,71908164.33
Firma_757,FNR_4891,Schweiz,Guntramsdorf,75364,Straße_81,Finanzen,Geschäftsführer,Name_757,0.45,90924876.09
Firma_758,FNR_3205,Österreich,Salzburg,82102,Straße_87,Finanzen,Geschäftsführer,Name_758,0.17,90061365.31
Firma_759,FNR_7322,Deutschland,Guntramsdorf,62264,Straße_56,Produktion,Geschäftsführer,Name_759,0.25,44436061.71
Firma_760,FNR_8022,Schweiz,Gmunden,23076,Straße_37,Dienstleistung,Geschäftsführer,Name_760,0.14,41827038.41
Firma_761,FNR_8718,Deutschland,Gmunden,95425,Straße_33,Finanzen,Geschäftsführer,Name_761,0.19,16439465.38
Firma_762,FNR_5072,Schweiz,Redlham,69103,Straße_93,Handel,Geschäftsführer,Name_762,0.12,98963943.63
Firma_763,FNR_9518,Schweiz,Amstetten,66539,Straße_32,Handel,Geschäftsführer,Name_763,0.29,11751284.58
Firma_764,FNR_5971,Schweiz,Redlham,83682,Straße_44,Finanzen,Geschäftsführer,Name_764,0.27,79403012.95
Firma_765,FNR_3542,Österreich,Amstetten,45088,Straße_92,Finanzen,Geschäftsführer,Name_765,0.46,14154697.79
Firma_766,FNR_7225,Deutschland,Gmunden,23068,Straße_71,Dienstleistung,Geschäftsführer,Name_766,0.14,27767817.64
Firma_767,FNR_9793,Schweiz,Redlham,24564,Straße_77,Finanzen,Geschäftsführer,Name_767,0.4,35178586.13
Firma_768,FNR_5286,Deutschland,Wien,59037,Straße_96,IT,Geschäftsführer,Name_768,0.44,17592377.15
Firma_769,FNR_8690,Österreich,Wien,26460,Straße_16,IT,Geschäftsführer,Name_769,0.36,20587551.91
Firma_770,FNR_8030,Österreich,Gmunden,65346,Straße_15,Handel,Geschäftsführer,Name_770,0.41,79864146.04
Firma_771,FNR_8279,Deutschland,Guntramsdorf,68701,Straße_23,Produktion,Geschäftsführer,Name_771,0.19,55440605.94
Firma_772,FNR_7703,Schweiz,Redlham,24715,Straße_77,Produktion,Geschäftsführer,Name_772,0.14,84974065.56
Firma_773,FNR_2014,Deutschland,Guntramsdorf,88900,Straße_91,Produktion,Geschäftsführer,Name_773,0.4,3842465.4
Firma_774,FNR_5331,Schweiz,Linz,75060,Straße_53,Dienstleistung,Geschäftsführer,Name_774,0.27,16466002.53
Firma_775,FNR_6226,Schweiz,Wien,77567,Straße_100,Dienstleistung,Geschäftsführer,Name_775,0.18,89999486.21
Firma_776,FNR_8038,Österreich,Wien,58071,Straße_33,IT,Geschäftsführer,Name_776,0.37,36452160.14
Firma_777,FNR_4603,Österreich,Wien,22573,Straße_66,Dienstleistung,Geschäftsführer,Name_777,0.29,10516278.3
Firma_778,FNR_5689,Schweiz,Salzburg,86260,Straße_100,Handel,Geschäftsführer,Name_778,0.34,41393374.1
Firma_779,FNR_9882,Österreich,Guntramsdorf,70335,Straße_44,Dienstleistung,Geschäftsführer,Name_779,0.11,26557861.65
Firma_780,FNR_9745,Österreich,Gmunden,17488,Straße_8,Finanzen,Geschäftsführer,Name_780,0.44,82413064.73
Firma_781,FNR_2154,Österreich,Linz,20889,Straße_96,Dienstleistung,Geschäftsführer,Name_781,0.3,38853728.71
Firma_782,FNR_7413,Österreich,Salzburg,73846,Straße_35,Dienstleistung,Geschäftsführer,Name_782,0.43,19959802.73
Firma_783,FNR_3983,Österreich,Salzburg,61382,Straße_38,Dienstleistung,Geschäftsführer,Name_783,0.58,68942121.59
Firma_784,FNR_4052,Österreich,Linz,17745,Straße_28,Produktion,Geschäftsführer,Name_784,0.19,66236452.61
Firma_785,FNR_2965,Deutschland,Wien,28842,Straße_79,Finanzen,Geschäftsführer,Name_785,0.49,6905265.44
Firma_786,FNR_5461,Deutschland,Guntramsdorf,71850,Straße_41,Finanzen,Geschäftsführer,Name_786,0.14,31694605.77
Firma_787,FNR_6025,Österreich,Wien,22777,Straße_82,Finanzen,Geschäftsführer,Name_787,0.13,44564730.88
Firma_788,FNR_5316,Österreich,Gmunden,48029,Straße_58,Finanzen,Geschäftsführer,Name_788,0.29,92159425.85
Firma_789,FNR_5672,Deutschland,Redlham,99818,Straße_41,Produktion,Geschäftsführer,Name_789,0.19,96175889.82
Firma_790,FNR_2252,Deutschland,Guntramsdorf,67168,Straße_13,Handel,Geschäftsführer,Name_790,0.18,23813861.47
Firma_791,FNR_3618,Schweiz,Gmunden,93262,Straße_32,Handel,Geschäftsführer,Name_791,0.17,34079593.64
Firma_792,FNR_2225,Deutschland,Wien,90473,Straße_77,Dienstleistung,Geschäftsführer,Name_792,0.17,92485023.76
Firma_793,FNR_1671,Österreich,Guntramsdorf,95674,Straße_22,Dienstleistung,Geschäftsführer,Name_793,0.45,59016948.42
Firma_794,FNR_6588,Österreich,Redlham,10892,Straße_33,Finanzen,Geschäftsführer,Name_794,0.34,91823988.26
Firma_795,FNR_7998,Schweiz,Wien,67529,Straße_55,Dienstleistung,Geschäftsführer,Name_795,0.11,84886675.14
Firma_796,FNR_8305,Deutschland,Linz,74105,Straße_55,Finanzen,Geschäftsführer,Name_796,0.51,91520118.52
Firma_797,FNR_8121,Österreich,Gmunden,22815,Straße_34,Handel,Geschäftsführer,Name_797,0.32,18047725.76
Firma_798,FNR_4797,Deutschland,Redlham,69630,Straße_56,Handel,Geschäftsführer,Name_798,0.59,64114991.24
Firma_799,FNR_2627,Österreich,Linz,78354,Straße_32,Dienstleistung,Geschäftsführer,Name_799,0.45,15924369.8
Firma_800,FNR_2364,Schweiz,Gmunden,64426,Straße_55,Finanzen,Geschäftsführer,Name_800,0.16,75255492.68
Firma_801,FNR_8943,Schweiz,Guntramsdorf,30900,Straße_26,Produktion,Geschäftsführer,Name_801,0.12,55560149.31
Firma_802,FNR_4554,Deutschland,Salzburg,57665,Straße_82,Produktion,Geschäftsführer,Name_802,0.14,6852732.72
Firma_803,FNR_1262,Österreich,Linz,35954,Straße_23,Finanzen,Geschäftsführer,Name_803,0.12,97011241.3
Firma_804,FNR_3905,Österreich,Amstetten,97452,Straße_13,Dienstleistung,Geschäftsführer,Name_804,0.22,66002514.92
Firma_805,FNR_1760,Deutschland,Linz,71549,Straße_42,Handel,Geschäftsführer,Name_805,0.23,33751681.6
Firma_806,FNR_9377,Deutschland,Wien,26402,Straße_16,Finanzen,Geschäftsführer,Name_806,0.41,64227384.69
Firma_807,FNR_7662,Österreich,Amstetten,80707,Straße_93,Finanzen,Geschäftsführer,Name_807,0.51,99510667.54
Firma_808,FNR_5132,Deutschland,Linz,66174,Straße_20,Dienstleistung,Geschäftsführer,Name_808,0.31,63854219.89
Firma_809,FNR_3744,Schweiz,Salzburg,89284,Straße_1,IT,Geschäftsführer,Name_809,0.29,21701322.71
Firma_810,FNR_5839,Schweiz,Redlham,48291,Straße_39,Handel,Geschäftsführer,Name_810,0.43,52331088.36
Firma_811,FNR_4401,Österreich,Wien,92348,Straße_92,Handel,Geschäftsführer,Name_811,0.49,91473580.28
Firma_812,FNR_4620,Deutschland,Wien,14223,Straße_37,Produktion,Geschäftsführer,Name_812,0.29,22532268.69
Firma_813,FNR_7984,Deutschland,Salzburg,92383,Straße_53,Produktion,Geschäftsführer,Name_813,0.57,25037256.94
Firma_814,FNR_6567,Deutschland,Wien,60997,Straße_20,Dienstleistung,Geschäftsführer,Name_814,0.36,56573153.03
Firma_815,FNR_4269,Schweiz,Linz,62340,Straße_53,Finanzen,Geschäftsführer,Name_815,0.3,78773212.23
Firma_816,FNR_1586,Deutschland,Salzburg,47046,Straße_95,IT,Geschäftsführer,Name_816,0.35,92328786.0
Firma_817,FNR_9908,Österreich,Amstetten,85337,Straße_20,Produktion,Geschäftsführer,Name_817,0.31,17854958.31
Firma_818,FNR_6053,Österreich,Linz,85399,Straße_98,Dienstleistung,Geschäftsführer,Name_818,0.42,32515557.85
Firma_819,FNR_8561,Schweiz,Redlham,38802,Straße_63,Handel,Geschäftsführer,Name_819,0.42,27577826.2
Firma_820,FNR_5940,Schweiz,Amstetten,85541,Straße_49,Dienstleistung,Geschäftsführer,Name_820,0.19,76509259.72
Firma_821,FNR_2366,Österreich,Salzburg,54847,Straße_56,Handel,Geschäftsführer,Name_821,0.13,86487460.05
Firma_822,FNR_8639,Schweiz,Redlham,38938,Straße_54,Produktion,Geschäftsführer,Name_822,0.11,67869095.28
Firma_823,FNR_2667,Deutschland,Redlham,80207,Straße_47,Produktion,Geschäftsführer,Name_823,0.39,61314263.96
Firma_824,FNR_9556,Schweiz,Gmunden,72424,Straße_8,Finanzen,Geschäftsführer,Name_824,0.4,47978842.73
Firma_825,FNR_5536,Schweiz,Redlham,19809,Straße_41,Dienstleistung,Geschäftsführer,Name_825,0.4,27601099.83
Firma_826,FNR_5617,Schweiz,Gmunden,87400,Straße_48,Produktion,Geschäftsführer,Name_826,0.45,92506870.55
Firma_827,FNR_8032,Schweiz,Redlham,76488,Straße_67,Handel,Geschäftsführer,Name_827,0.25,34404126.87
Firma_828,FNR_3168,Österreich,Redlham,26161,Straße_79,Produktion,Geschäftsführer,Name_828,0.36,77751480.73
Firma_829,FNR_3787,Schweiz,Amstetten,18818,Straße_16,Finanzen,Geschäftsführer,Name_829,0.55,24558740.56
Firma_830,FNR_7871,Schweiz,Salzburg,84378,Straße_53,Finanzen,Geschäftsführer,Name_830,0.35,91673092.69
Firma_831,FNR_1557,Österreich,Wien,63606,Straße_66,IT,Geschäftsführer,Name_831,0.25,99912830.18
Firma_832,FNR_4495,Schweiz,Gmunden,56812,Straße_4,Produktion,Geschäftsführer,Name_832,0.38,48922140.92
Firma_833,FNR_7720,Österreich,Amstetten,81346,Straße_94,Dienstleistung,Geschäftsführer,Name_833,0.2,64079567.1
Firma_834,FNR_6029,Österreich,Gmunden,55200,Straße_2,Handel,Geschäftsführer,Name_834,0.51,60748681.12
Firma_835,FNR_2967,Deutschland,Wien,64160,Straße_41,IT,Geschäftsführer,Name_835,0.14,42340151.86
Firma_836,FNR_9684,Österreich,Salzburg,93844,Straße_60,Handel,Geschäftsführer,Name_836,0.41,1770045.21
Firma_837,FNR_2691,Schweiz,Salzburg,52782,Straße_43,Dienstleistung,Geschäftsführer,Name_837,0.39,44164692.99
Firma_838,FNR_3087,Schweiz,Wien,90555,Straße_37,Finanzen,Geschäftsführer,Name_838,0.58,18893871.43
Firma_839,FNR_8089,Schweiz,Redlham,51958,Straße_13,Finanzen,Geschäftsführer,Name_839,0.25,31092515.63
Firma_840,FNR_6856,Österreich,Gmunden,43267,Straße_51,Produktion,Geschäftsführer,Name_840,0.49,21271370.43
Firma_841,FNR_2066,Deutschland,Gmunden,59404,Straße_43,Produktion,Geschäftsführer,Name_841,0.17,26225120.69
Firma_842,FNR_2665,Österreich,Guntramsdorf,10744,Straße_22,Dienstleistung,Geschäftsführer,Name_842,0.57,61814145.67
Firma_843,FNR_7987,Österreich,Guntramsdorf,89670,Straße_57,IT,Geschäftsführer,Name_843,0.42,45224669.3
Firma_844,FNR_8163,Deutschland,Linz,14235,Straße_34,Handel,Geschäftsführer,Name_844,0.49,22613025.66
Firma_845,FNR_2662,Schweiz,Gmunden,24097,Straße_37,IT,Geschäftsführer,Name_845,0.46,41207789.5
Firma_846,FNR_9137,Schweiz,Wien,82430,Straße_84,Handel,Geschäftsführer,Name_846,0.53,6665644.85
Firma_847,FNR_2693,Österreich,Guntramsdorf,49982,Straße_31,Handel,Geschäftsführer,Name_847,0.55,24847955.28
Firma_848,FNR_8132,Deutschland,Wien,73980,Straße_28,IT,Geschäftsführer,Name_848,0.19,30234921.92
Firma_849,FNR_7667,Deutschland,Guntramsdorf,46273,Straße_43,Finanzen,Geschäftsführer,Name_849,0.35,83218293.82
Firma_850,FNR_8836,Schweiz,Redlham,93099,Straße_44,Handel,Geschäftsführer,Name_850,0.35,91125300.62
Firma_851,FNR_8967,Schweiz,Wien,49801,Straße_38,Handel,Geschäftsführer,Name_851,0.48,86533114.96
Firma_852,FNR_9155,Österreich,Linz,11992,Straße_48,Dienstleistung,Geschäftsführer,Name_852,0.4,42160234.11
Firma_853,FNR_3217,Schweiz,Salzburg,15895,Straße_29,Handel,Geschäftsführer,Name_853,0.57,73543926.21
Firma_854,FNR_4762,Schweiz,Amstetten,56025,Straße_22,Dienstleistung,Geschäftsführer,Name_854,0.15,28205657.26
Firma_855,FNR_8374,Deutschland,Salzburg,53848,Straße_10,Handel,Geschäftsführer,Name_855,0.46,63017754.31
Firma_856,FNR_4371,Deutschland,Linz,22480,Straße_12,Dienstleistung,Geschäftsführer,Name_856,0.53,94751132.41
Firma_857,FNR_2621,Schweiz,Wien,19433,Straße_71,Dienstleistung,Geschäftsführer,Name_857,0.18,2807980.58
Firma_858,FNR_8897,Österreich,Redlham,55823,Straße_27,Dienstleistung,Geschäftsführer,Name_858,0.6,75401973.64
Firma_859,FNR_2626,Schweiz,Wien,54854,Straße_35,Dienstleistung,Geschäftsführer,Name_859,0.46,85712219.58
Firma_860,FNR_9956,Schweiz,Gmunden,56238,Straße_77,Dienstleistung,Geschäftsführer,Name_860,0.51,15926824.18
Firma_861,FNR_4906,Schweiz,Amstetten,81780,Straße_68,Produktion,Geschäftsführer,Name_861,0.25,86861551.71
Firma_862,FNR_7059,Österreich,Guntramsdorf,95320,Straße_87,Finanzen,Geschäftsführer,Name_862,0.33,48594161.71
Firma_863,FNR_2525,Deutschland,Salzburg,49959,Straße_39,Dienstleistung,Geschäftsführer,Name_863,0.56,70718034.59
Firma_864,FNR_6129,Schweiz,Guntramsdorf,10688,Straße_29,Finanzen,Geschäftsführer,Name_864,0.52,87949139.48
Firma_865,FNR_8895,Deutschland,Amstetten,29070,Straße_14,Finanzen,Geschäftsführer,Name_865,0.55,35679462.46
Firma_866,FNR_9563,Deutschland,Salzburg,83367,Straße_22,Finanzen,Geschäftsführer,Name_866,0.49,94265390.76
Firma_867,FNR_8389,Schweiz,Wien,93078,Straße_90,Produktion,Geschäftsführer,Name_867,0.17,36635730.95
Firma_868,FNR_1828,Österreich,Amstetten,85284,Straße_86,Handel,Geschäftsführer,Name_868,0.1,87405244.74
Firma_869,FNR_3714,Österreich,Salzburg,75516,Straße_75,Handel,Geschäftsführer,Name_869,0.42,70594804.87
Firma_870,FNR_2130,Österreich,Gmunden,69947,Straße_19,Dienstleistung,Geschäftsführer,Name_870,0.28,62287965.11
Firma_871,FNR_7263,Schweiz,Linz,25730,Straße_72,Dienstleistung,Geschäftsführer,Name_871,0.1,75741315.22
Firma_872,FNR_3828,Schweiz,Wien,12174,Straße_56,Handel,Geschäftsführer,Name_872,0.45,68694320.68
Firma_873,FNR_2948,Schweiz,Redlham,41193,Straße_56,Produktion,Geschäftsführer,Name_873,0.35,70840287.32
Firma_874,FNR_7252,Schweiz,Amstetten,16141,Straße_77,IT,Geschäftsführer,Name_874,0.58,78609840.73
Firma_875,FNR_2104,Österreich,Wien,41664,Straße_88,Handel,Geschäftsführer,Name_875,0.42,72237665.79
Firma_876,FNR_4267,Schweiz,Gmunden,83380,Straße_4,Handel,Geschäftsführer,Name_876,0.19,81393464.72
Firma_877,FNR_7400,Deutschland,Salzburg,81540,Straße_71,Dienstleistung,Geschäftsführer,Name_877,0.25,44891482.02
Firma_878,FNR_9533,Deutschland,Redlham,68178,Straße_63,Dienstleistung,Geschäftsführer,Name_878,0.33,90832001.56
Firma_879,FNR_8731,Deutschland,Guntramsdorf,69106,Straße_93,Produktion,Geschäftsführer,Name_879,0.27,95100831.41
Firma_880,FNR_4020,Österreich,Guntramsdorf,70204,Straße_8,Dienstleistung,Geschäftsführer,Name_880,0.38,90592711.78
Firma_881,FNR_9578,Österreich,Redlham,20156,Straße_54,Dienstleistung,Geschäftsführer,Name_881,0.45,30711576.69
Firma_882,FNR_8770,Schweiz,Salzburg,75639,Straße_97,Dienstleistung,Geschäftsführer,Name_882,0.46,47316937.23
Firma_883,FNR_4927,Österreich,Salzburg,35155,Straße_72,Dienstleistung,Geschäftsführer,Name_883,0.14,48495602.57
Firma_884,FNR_3028,Deutschland,Amstetten,60977,Straße_24,Dienstleistung,Geschäftsführer,Name_884,0.24,44499224.73
Firma_885,FNR_6027,Österreich,Gmunden,68933,Straße_37,Finanzen,Geschäftsführer,Name_885,0.42,75587449.11
Firma_886,FNR_4975,Schweiz,Amstetten,40495,Straße_76,Produktion,Geschäftsführer,Name_886,0.23,39295646.51
Firma_887,FNR_8143,Österreich,Gmunden,72264,Straße_47,Handel,Geschäftsführer,Name_887,0.27,55910085.17
Firma_888,FNR_3575,Österreich,Salzburg,87007,Straße_10,Produktion,Geschäftsführer,Name_888,0.45,55181866.05
